id,name,active,notes
1050811000000100,Czech Roma,n,via Query Table
1036251000000104,Czech Roma (ethnic group),n,via Query Table
1036341000000109,Roma (ethnic group),n,via Query Table
186047002,Other New Zealand ethnic group (ethnic group),n,via Query Table
718141000000102,Nepalese ,n,via Query Table
160533009,Race: Pakistani (finding),n,via Query Table
160530007,Race: Mixed (finding),n,via Query Table
707591000000104,Czech,n,via Query Table
977421000000102,Mixed multiple ethnic groups: white and black African - Northern Ireland ethnic category 2011 census ,n,via Query Table
976761000000101,Mixed multiple ethnic groups: white and Asian - England and Wales ethnic category 2011 census ,n,via Query Table
84576009,Indian race (finding),n,via Query Table
347995004,European race (finding),n,via Query Table
1036281000000105,Hungarian Roma (ethnic group),n,via Query Table
160526009,Race: Korean (finding),n,via Query Table
978411000000107,Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census ,n,via Query Table
978371000000108,Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census ,n,via Query Table
978281000000101,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census ",n,via Query Table
315238004,Other white ethnic group (ethnic group),n,via Query Table
977441000000109,Mixed multiple ethnic groups: white and Asian - Northern Ireland ethnic category 2011 census ,n,via Query Table
494181000000109,White Irish - ethnic category 2001 census ,n,via Query Table
160527000,Race: Oriental (finding),n,via Query Table
976901000000103,Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census ,n,via Query Table
978241000000109,"African: African, African Scottish or African British - Scotland ethnic category 2011 census ",n,via Query Table
976801000000106,Asian or Asian British: Indian - England and Wales ethnic category 2011 census ,n,via Query Table
977721000000106,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census ,n,via Query Table
1036321000000102,Romanian Roma (ethnic group),n,via Query Table
976781000000105,Mixed multiple ethnic groups: any other Mixed or  Multiple ethnic background - England and Wales ethnic category 2011 census ,n,via Query Table
978261000000105,African: any other African - Scotland ethnic category 2011 census ,n,via Query Table
160525008,Race: Chinese (finding),n,via Query Table
977741000000104,Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census ,n,via Query Table
518701000000103,Romanian (ethnic group),n,via Query Table
978221000000102,Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census ,n,via Query Table
977381000000106,Irish Traveller - Northern Ireland ethnic category 2011 census ,n,via Query Table
160529002,Race: Bangladeshi (finding),n,via Query Table
1050821000000106,Polish Roma,n,via Query Table
977361000000102,White - Northern Ireland ethnic category 2011 census ,n,via Query Table
494151000000103,White British - ethnic category 2001 census ,n,via Query Table
977561000000109,Mixed multiple ethnic groups: any other Mixed or Multiple ethnic background - Northern Ireland ethnic category 2011 census ,n,via Query Table
1036211000000103,Slovak Roma (ethnic group),n,via Query Table
15643001,Race: Japanese (finding),n,via Query Table
186033001,Ethnic groups (census) NOS (ethnic group),n,via Query Table
976881000000101,Asian or Asian British: any other Asian background - England and Wales ethnic category 2011 census ,n,via Query Table
1036301000000106,Polish Roma (ethnic group),n,via Query Table
978061000000104,Mixed or multiple ethnic groups: any Mixed or Multiple ethnic group - Scotland ethnic category 2011 census ,n,via Query Table
978201000000106,Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census ,n,via Query Table
710021000000107,Slovak ,n,via Query Table
592491000000104,Other New Zealand ethnic group (ethnic group),n,via Query Table
977921000000109,White: Scottish - Scotland ethnic category 2011 census ,n,via Query Table
976981000000108,Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census ,n,via Query Table
976821000000102,Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census ,n,via Query Table
710011000000101,Slovak (ethnic group),n,via Query Table
315282008,Other ethnic group (ethnic group),n,via Query Table
976661000000106,White: Irish - England and Wales ethnic category 2011 census ,n,via Query Table
1050801000000102,Bulgarian Roma,n,via Query Table
519681000000108,Czech (ethnic group),n,via Query Table
976921000000107,Black or African or Caribbean or Black British : Caribbean - England and Wales ethnic category 2011 census (finding),n,via Query Table
978181000000107,"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Banagaldeshi British - Scotland ethnic category 2011 census ",n,via Query Table
978081000000108,"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census ",n,via Query Table
976841000000109,Asian or Asian British: Bangladeshi - England and Wales ethnic category 2011 census ,n,via Query Table
651601000000100,Black Black - other (ethnic group),n,via Query Table
978391000000107,"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census ",n,via Query Table
977941000000102,White: other British - Scotland ethnic category 2011 census ,n,via Query Table
296861000000101,Yemeni ,n,via Query Table
977981000000105,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census ,n,via Query Table
62693009,Polynesian race (finding),n,via Query Table
518711000000101,Romanian ,n,via Query Table
976741000000102,Mixed multiple ethnic groups: white and black African - England and Wales ethnic category 2011 census ,n,via Query Table
583481000000105,Other ethnic NEC (NMO) (ethnic group),n,via Query Table
518731000000109,Bulgarian ,n,via Query Table
977841000000106,Black or African or Caribbean or Black British: other black or African or Caribbean background - Northern Ireland ethnic category 2011 census ,n,via Query Table
978351000000104,"Caribbean or Black: Black,  Black Scottish or  Black British - Scotland ethnic category 2011 census ",n,via Query Table
718021000000105,Portuguese (ethnic group),n,via Query Table
494171000000107,White Irish - ethnic category 2001 census ,n,via Query Table
976961000000104,Other ethnic group: Arab - England and Wales ethnic category 2011 census ,n,via Query Table
977821000000104,Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census ,n,via Query Table
1036361000000105,Bulgarian Roma (ethnic group),n,via Query Table
977881000000103,Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census ,n,via Query Table
977861000000107,Other ethnic group: Arab - Northern Ireland ethnic category 2011 census ,n,via Query Table
185997006,Black Black - other (ethnic group),n,via Query Table
592501000000105,New Zealand ethnic group NOS (ethnic group),n,via Query Table
976861000000105,Asian or Asian British: Chinese - England and Wales ethnic category 2011 census ,n,via Query Table
976941000000100,Black or African or Caribbean or Black British : other black or African or Caribbean background - England and Wales ethnic category 2011 census ,n,via Query Table
976641000000105,White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census ,n,via Query Table
977601000000109,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census ,n,via Query Table
1050841000000104,Slovak Roma,n,via Query Table
977401000000106,Mixed multiple ethnic groups: white and black Caribbean - Northern Ireland ethnic category 2011 census ,n,via Query Table
718031000000107,Portuguese ,n,via Query Table
160523001,Race: Caucasian (finding),n,via Query Table
976701000000100,White: any other white background - England and Wales ethnic category 2011 census ,n,via Query Table
668681000000107,Other white ethnic group (ethnic group),n,via Query Table
